name,geometry_resto
Asador Pepito's,POINT (443530.06155891245 4479711.325577364)
Baravaca,POINT (433563.5740534064 4479721.38464597)
Chilango,POINT (440281.75468657794 4475584.370381058)
Antigua Huevería,POINT (440286.71273114684 4475258.015180388)
La Almudayna,POINT (440410.35961382586 4475163.308040632)
Restaurante P-6,POINT (441750.3298374648 4478118.694032189)
Sakura Maru,POINT (440865.0998473482 4475969.799918682)
Mazarino,POINT (441128.6241943467 4476048.315670076)
Restaurante Etxegarate,POINT (441191.0993947305 4476142.60257963)
Las Tortillas de Gabino,POINT (441136.1205388785 4476146.297907443)
Tuk Tuk,POINT (440493.52337004634 4475710.365843885)
Carmencita Brunch,POINT (439764.18696743745 4473715.17227551)
Posada de la Villa,POINT (439844.9982860729 4473832.457021741)
De Gloria,POINT (439813.56436304946 4474076.990640137)
Lizarrán,POINT (439880.3313795033 4473955.413253586)
La Brasita Grill,POINT (440750.4867941483 4478516.462755462)
Los Volcanes,POINT (440840.53812529263 4478512.919968064)
Los Carnales,POINT (440414.6935523608 4475036.181964326)
Bahía de Vigo,POINT (434961.4430671432 4471725.656513623)
Rancho Texano,POINT (451596.2626235883 4477792.120486886)
Tony Roma's,POINT (441731.5050721587 4478123.180868386)
Los Torreznos,POINT (443292.28031251364 4477696.21144669)
La Tagliatella,POINT (441680.0566554185 4480653.156754262)
Mad Mad Vegan,POINT (440363.8393981218 4473625.736657012)
Foster's Hollywood,POINT (440494.0176064746 4472972.1180288335)
ijole cocina que mola,POINT (440572.3216103209 4472674.910543636)
NAP,POINT (440448.29212764313 4475939.754516571)
Fresc Co,POINT (439886.32580002956 4474338.993326202)
Quetzal Coatl,POINT (439416.2117866052 4476596.021776374)
Mesón Babieca,POINT (439433.754590646 4476857.524145446)
Pecaditos,POINT (439516.4236683645 4477057.002394069)
Riaño,POINT (439446.2287691828 4476711.404280093)
Cinco sentidos,POINT (442955.9942494849 4475160.817740415)
Ganesha,POINT (450941.0174585104 4480568.495672612)
Tapa Tapa,POINT (439963.8778167888 4474334.264625806)
Dehesa Santa María,POINT (440007.1830136728 4474253.782208082)
León V,POINT (440073.9024853292 4474045.39971269)
Grama,POINT (440209.8864575763 4474043.170691412)
Alta Burgersía,POINT (440623.7517009868 4473873.549585329)
Dixie,POINT (440119.80801349774 4474086.160903046)
Summarium,POINT (441088.3693577988 4473608.042980585)
Restaurant Poseidon,POINT (442807.79763560987 4473182.13426751)
sultan palast,POINT (440629.83652067237 4474689.010940081)
Yakitoro by Chicote,POINT (440850.72378278384 4474568.36561349)
The Knife,POINT (444884.3506752332 4477923.742822676)
La Panza Es Primero,POINT (440450.3629698446 4475296.187098398)
AREDNA,POINT (440556.61835047643 4475340.2902072985)
Mercado Provenzal,POINT (440718.99028299825 4475378.145054276)
Miss Sushi,POINT (440838.99166919757 4475215.615502535)
La Panza es Primero,POINT (440859.9185917441 4474868.132864838)
Das Meigas,POINT (440769.3678249803 4474694.845029485)
Bombay Palace,POINT (440766.5425386262 4474689.46133428)
La Cocina del Desierto,POINT (440756.4846230825 4474677.09698165)
Bao Cata,POINT (440773.1313429023 4474747.032785996)
Sidrería El Tigre,POINT (440719.0261772747 4474653.293591956)
Sidrería El Tigre,POINT (440799.78807882726 4474633.195893173)
Kungfu Noodle,POINT (440652.244605038 4474781.401910462)
San Cristóbal,POINT (440132.28156653215 4474180.860971176)
El Calamar,POINT (440130.29241701623 4474132.57785916)
Rodríguez,POINT (440128.63676487195 4474120.746670738)
Tê de callejón,POINT (440072.9353001179 4474040.101325233)
Fonda La Lechuga,POINT (440055.0366302959 4473991.80110499)
La Tagliatella,POINT (439888.9164561598 4473823.9791183425)
Don Calamar,POINT (439948.4485817369 4474055.10640899)
Sahuaro,POINT (440003.8079674752 4473631.572515775)
Taberna Almendro 13,POINT (439756.3274160121 4473782.472169288)
La Taberna de Mister Pinkleton,POINT (439936.00887439 4474009.426896625)
Mirador del Arco de Cuchilleros,POINT (439913.5611162445 4474015.090491003)
La Taberna del Alabardero,POINT (439684.2958056037 4474459.304527299)
Casa Ciriaco,POINT (439567.2033274445 4474097.110876712)
Taberna de Alfonso,POINT (439663.99859191745 4474140.578589766)
Retrogusto,POINT (439654.46156196884 4474186.922977482)
Pisco 41,POINT (439617.9683823934 4474172.053272431)
Los Arrieros,POINT (439585.3751108827 4474162.092118395)
Bar barbaroja,POINT (440810.0360597672 4478070.875087695)
Bósforos,POINT (440552.54864131025 4474685.960257529)
Charlotte,POINT (440547.8380648213 4474672.876632527)
Casa 9,POINT (440595.07453597325 4474654.363661859)
La Barraca,POINT (440723.1438900396 4474606.460657532)
Anauco,POINT (440687.57241500646 4474618.542025649)
Nippon 2,POINT (440735.30675399455 4474602.82337916)
Hai Nao,POINT (440581.92221749533 4474707.617873469)
Quispe,POINT (441638.6508488694 4474793.893430824)
Patio de Leones,POINT (441564.07955741126 4474682.013863086)
Ramses,POINT (441537.89209155686 4474675.8129886715)
Mercado de la Reina,POINT (440719.3761983473 4474568.814822666)
Maru,POINT (440803.08017205115 4474581.662856552)
El Respiro,POINT (440762.0023080008 4474636.691387547)
El Colmao,POINT (440753.1369404026 4474639.969540876)
La Princesa. Restaurante árabe.,POINT (440657.99703339656 4472756.188160214)
Lacaña,POINT (441004.3348838707 4473388.389458092)
La Ley Seca,POINT (440954.8153142963 4473451.087027737)
Santa y Pura,POINT (440838.2736817053 4473520.563072876)
La Musa de Espronceda,POINT (440785.2550724232 4473566.460858494)
Plaza del Ángel,POINT (440364.21938614437 4474007.429592769)
Entre Nos,POINT (440070.57021295326 4474095.568054949)
Gaztelu,POINT (447575.7257902075 4476572.709665177)
Los Madroños,POINT (440435.2672287072 4473970.665585994)
Haranita,POINT (440769.2356580271 4474615.842700884)
La Primera,POINT (440787.40922355134 4474512.818259624)
Lakasa,POINT (440577.7341443404 4476932.960466752)
Mr Ñam Ñam,POINT (440275.4563266946 4474979.211427165)
Pink Planet,POINT (440649.1003871224 4475610.99093253)
Bienmesabe Trafalgar,POINT (440616.3937696738 4475843.731574197)
La Elegida,POINT (440557.6455921334 4475920.01505182)
Mama Campo,POINT (440575.80017865024 4475984.42153595)
La Taberna de Olavide,POINT (440595.28051062464 4476022.431223919)
Tuteo,POINT (440504.5946397207 4476072.682020333)
Kibey II,POINT (440504.1668649085 4475984.623658404)
Mami Tacos Birrieria,POINT (440329.75298374495 4475553.672069194)
,POINT (440360.2507592935 4475559.1683477815)
Maracca,POINT (440588.5442821703 4476783.84781761)
Alma Of Spain,POINT (440550.68523451884 4476647.409765438)
Delisco,POINT (440534.805534403 4474941.160990952)
Sumo San,POINT (439501.7481628136 4475077.407946229)
Gran Taberna Breogán,POINT (439477.5586136768 4475087.560564504)
Bar Ebla,POINT (439472.035265559 4475095.897390768)
La Sifonería,POINT (439370.8023942546 4475249.194886332)
Sidrería Donosti,POINT (439325.882625605 4475222.972210809)
La Charca,POINT (439421.95296707243 4475050.289600048)
Tres,POINT (439432.74670633004 4475034.861201076)
Sevilla Rock,POINT (439448.1753467074 4475036.579257355)
渝州人家,POINT (439442.7993957006 4475044.259972264)
Little Hotpot,POINT (439504.4140074098 4475217.443969745)
Café del Príncipe,POINT (440570.9515630089 4474207.7089763405)
Pampa Beef,POINT (440585.42232755164 4474198.658256136)
Prada a Tope,POINT (440589.2588556032 4474139.960901573)
100 Montaditos,POINT (440580.097445037 4474082.398917906)
Dim Sum Market,POINT (440592.92336414277 4474084.173289246)
Anema e Core,POINT (439907.2294517782 4474391.676055481)
Casa de Bambú,POINT (440762.57267393847 4481866.58579726)
Casa Granada,POINT (440284.7755084797 4473797.426941451)
,POINT (444492.1310380359 4482749.475436559)
Penalti,POINT (440053.20334053907 4477595.856723995)
El Perro y La Galleta - Restaurante en Chamberí Madrid,POINT (440305.9568294845 4475655.743680448)
Crucina,POINT (440156.00767884345 4475499.987003506)
La Fondue de Tell,POINT (440271.06885149295 4475469.76325775)
Lizarrán,POINT (443218.09828148934 4475431.979926918)
La Choza del Segoviano,POINT (434100.1866423526 4485712.908968749)
O'Caldeiro,POINT (447102.96608387015 4472398.153602713)
Goiko Grill,POINT (440374.57817837026 4477339.983899228)
Ciudad de Tui,POINT (440403.5896307537 4474403.532176164)
Novecento,POINT (440542.2763089719 4474053.959169)
Il Pezzo di Guiseppe,POINT (440576.44958210876 4474058.916649091)
El pimiento verde,POINT (439322.11416845414 4475580.034866872)
Restaurante Cibeles,POINT (441348.8984746863 4474654.632937304)
Voltea,POINT (441692.4957067351 4480559.991235248)
Pizzería Buenos Aires,POINT (441595.7940131444 4480581.581542151)
Oriente Express,POINT (440752.58228991023 4480036.592370382)
Asador Sotero,POINT (441008.3579844163 4479717.812022605)
Buenos Aires,POINT (441390.86970726284 4479667.66192325)
Gago III,POINT (441336.54405004135 4479661.6158250505)
La Forchetta,POINT (441318.1249277827 4479655.677023427)
La Favola,POINT (441412.09826152684 4479782.310539193)
Ankara,POINT (441183.32057441096 4479917.991015362)
Burela,POINT (441265.28312757553 4479664.794504303)
Picones de María,POINT (441305.3533847404 4479728.786676275)
Lisanti,POINT (441322.60718023824 4479720.20372442)
Sushi León,POINT (441325.4601952548 4479708.858611618)
El Molino,POINT (441329.73877817614 4479695.504193276)
Taberna Andaluza,POINT (441333.19644924195 4479679.092411614)
El Asador de Aranda,POINT (441456.51028137887 4479751.291679511)
La Toga,POINT (441267.98281769804 4479870.514296426)
Mesón El Manchego,POINT (441251.6681531464 4479879.878163573)
Zuloaga,POINT (443051.4276137075 4477499.104451045)
Superchulo,POINT (440553.64287218795 4475201.522088795)
Porto Marín,POINT (440530.89956313244 4473287.005866924)
La Txapela,POINT (439887.2021898571 4474857.721086954)
Megu,POINT (439639.78934050235 4472765.578413512)
El mezcalito,POINT (440379.4458090846 4474979.859925086)
Planeta Saconia,POINT (438957.5296468135 4479931.896968227)
Cervecería Chamberí,POINT (440750.017595615 4475902.251147373)
La croquetta,POINT (443089.01116223517 4475030.884137676)
Krachai,POINT (440945.5814595052 4475196.814007773)
El Rincón del Aguacate,POINT (436719.6283703257 4469118.864525283)
El Pezcador,POINT (440600.61941383 4474710.644479697)
Mallorca en Madrid,POINT (443320.5905735981 4473745.491261286)
Gobolem,POINT (439247.95560742967 4476881.374487209)
Bulevar,POINT (445042.1283918912 4479858.797144952)
La Malontina,POINT (440995.88298825634 4473694.600249296)
Foster's Hollywood,POINT (441931.8877852478 4479433.737709653)
Quinqué,POINT (441978.4657746169 4479431.123047933)
Platea,POINT (441567.31055978034 4475237.919824902)
El Imperio,POINT (439749.73189141677 4476294.978056013)
El Tuga,POINT (439669.4116998283 4476299.964780685)
Los Maños,POINT (445834.2881403337 4479821.495946405)
La Piccolina,POINT (440590.8391428852 4481733.7505825395)
La Bientirada,POINT (442603.1823756031 4478520.823658135)
Lizarrán,POINT (442605.04472331173 4478542.533400976)
100 Montaditos,POINT (442606.88028801384 4478561.856705023)
GIOIA,POINT (440752.88438868953 4474845.233814674)
Palosanto,POINT (440836.25952506706 4474912.477992867)
El Rincón de los Cuates,POINT (440734.06319232995 4474799.647883709)
Parrilla De María,POINT (440841.8827921306 4475254.089786946)
Puravaca,POINT (440777.9747176451 4474957.374223397)
Alameda,POINT (441763.61388612934 4475021.605674361)
Restaurante SottoSopra,POINT (441780.21813573374 4474972.700491711)
El Paraguas,POINT (441835.122502744 4475018.397355693)
La Máquina Jorge Juan,POINT (441786.92795240204 4475018.482896485)
Taberna Los Gallos,POINT (441782.1942091225 4474985.7283882955)
Mediterráneo,POINT (441797.9389437566 4475040.243434984)
Ultramarinos Quintín,POINT (441857.83672842383 4475036.370657024)
Cinco Jotas Jorge Juan,POINT (441785.61136844434 4475009.534909723)
Goiko Grill,POINT (441720.8762904684 4476563.085551411)
Tupinamba,POINT (441990.1995866149 4481924.944038213)
Casa José Ferreira,POINT (441940.96241704165 4480657.910114674)
La Madreña,POINT (438976.38546553894 4470927.5600852575)
Restaurante St.James,POINT (441261.51099146035 4479347.265576706)
Cienpizzitas,POINT (439081.9374254302 4476262.790967876)
Lizarrán,POINT (439096.4995941753 4476233.344447113)
100 Montaditos,POINT (444577.45342268766 4482649.824285632)
La cueva de 1900,POINT (440374.67380623345 4474371.370369504)
Ariza,POINT (440729.7627278734 4474287.908356181)
Taberna de Domínguez,POINT (439914.7004736042 4478285.467745278)
P'alante,POINT (440511.6416462298 4476215.602953493)
Yupi,POINT (440694.86409570556 4476238.816159956)
Anto III,POINT (439945.8430088262 4474997.57478436)
Lambuzo,POINT (439921.46567320515 4474481.599539972)
Mesón del Boquerón,POINT (439910.4058820166 4474080.8650458595)
El Gallego,POINT (439921.9027375291 4474003.578855724)
El Pescador,POINT (440086.67077024974 4483869.307128773)
Bétula Taberna Andaluza,POINT (439949.24516175943 4483881.888273054)
El Rincón Gourmet,POINT (440364.1955381726 4480868.91603184)
PadThaiWok,POINT (440353.5799581959 4474950.116098808)
Peggy Sue,POINT (442564.63877075067 4474544.15938621)
Venta Matadero,POINT (440778.7641145087 4471651.055671578)
Mu!,POINT (440280.38754815113 4474552.47339873)
El Manantial,POINT (440344.34775933076 4474398.71944869)
Wok Sun,POINT (440331.3847718754 4474371.137557795)
Venta El Buscón,POINT (440476.3574677519 4474178.853957244)
O Cacho do Jose,POINT (440567.22759136424 4474057.957385474)
Olivo,POINT (441094.9672728455 4473180.883484177)
El Arca De Noé,POINT (444843.0090471207 4482083.990327924)
El Sanabrés,POINT (444831.0356417737 4482350.850198999)
Restaurante Iguña,POINT (444663.61347947305 4476412.226296485)
Bar Sidrería Ruval,POINT (444898.01048943435 4476812.261967417)
Taberna Los Chanquetes,POINT (440759.7664901614 4473743.81727921)
Ra-Men Kagura,POINT (440668.3175089553 4474793.7518146625)
La Indigna,POINT (440635.32623217563 4475117.553024366)
Vips,POINT (443101.4215498275 4480840.959310214)
Atrapallada,POINT (440102.98544846533 4472872.227795737)
Poseidón,POINT (439758.32431580394 4472685.2558005)
Taberna Kaixo,POINT (440388.1527674838 4474088.262958273)
La Sanabresa,POINT (440733.8955389203 4473788.901613302)
Casa González,POINT (440702.8041433534 4473943.102266331)
El Nido,POINT (444118.5460594828 4482917.159314466)
El Kiosko,POINT (444144.4333136199 4482924.758567123)
Shukran,POINT (444269.9711289264 4482618.341443616)
La Tacoteca,POINT (439245.4139680497 4472080.754649851)
Pomodoro,POINT (439267.59830900107 4472075.43542715)
Plató,POINT (441273.54813009826 4474151.598018447)
Mesón de la Cerveza,POINT (439920.7207145774 4473993.719832741)
Bodegas Ricla,POINT (439918.61742135324 4473980.071763765)
Mesón de la Tortilla,POINT (439912.7695904457 4474077.249484724)
Kebabish,POINT (441788.09539961704 4467646.81826922)
Mesón la esquina gallega,POINT (441250.35461271263 4472480.703530783)
El Salón de Otoño,POINT (441186.488331211 4472485.400029812)
Al Punto,POINT (439606.8358024477 4477494.68531401)
El Rincón de Pangpang,POINT (440505.7533551912 4474497.054113778)
La Troyka,POINT (440537.5258595558 4474496.946333626)
Cuzco Lupita,POINT (440580.4930282971 4474496.272618844)
Steak Burger,POINT (440652.39774668356 4474483.547804088)
Pio XII,POINT (443027.40453347255 4479932.930658196)
Delina's,POINT (443060.1698433113 4479792.257611319)
Vips,POINT (442688.43824602134 4480571.655771648)
Tele Pescaíto,POINT (443086.66799361666 4481160.2612009)
Filipino Fast Food,POINT (440626.232705509 4478872.281987939)
El Patio,POINT (443413.17493528425 4482011.395244837)
La Tagliatella,POINT (446699.4813418129 4476823.781672036)
Baratie,POINT (439754.30002401007 4481018.368224208)
Restaurante Lacum,POINT (448054.67826507037 4482644.040276698)
Wasabi Green,POINT (443558.4566895714 4481949.798509148)
La Abadía,POINT (441176.4132357744 4472699.454370924)
Lizarrán,POINT (438521.7295062979 4473217.7987824865)
Txurruki,POINT (436509.69639757887 4470492.426962145)
Goiko Grill,POINT (440441.96494944976 4475652.763273135)
Goiko Grill,POINT (442694.13209044654 4475583.906158087)
Los Torreznos,POINT (440834.7817130269 4476992.068390125)
El Pescaíto,POINT (442786.11495866685 4474873.041698098)
El Rincón Asturiano,POINT (441258.136276391 4472826.326620114)
Cosme,POINT (442708.7087076991 4474876.263786512)
GoikoGrill,POINT (442265.94025255623 4478855.0718708215)
LaSal,POINT (442214.39213131473 4478856.89048559)
Bar Vinos,POINT (440471.18643469986 4475583.085220407)
Galicia Las Tablas,POINT (442654.91484281805 4484809.866710729)
Sidrería Astur,POINT (442510.2065687305 4472982.878559228)
Navaja,POINT (440491.8970697556 4474976.690652713)
Rutabaga,POINT (440490.3633748067 4474960.895475551)
La Despensa,POINT (440492.2592978364 4475716.758774642)
La Carbonería,POINT (440014.05296946043 4474235.444432338)
BambúBox,POINT (440664.8890137048 4474659.649669496)
Miyama,POINT (441509.0400694612 4476341.157939963)
Lateral,POINT (441976.54467521404 4475549.954060549)
La Tasca de Ventura,POINT (439431.32762092905 4475152.151583549)
El Patio del Fisgón,POINT (442052.5392147401 4475597.653815755)
Ensaladas y más,POINT (442885.06173285976 4484809.991068485)
Hamburguesa Nostra,POINT (442271.48182911664 4476518.971120067)
